user_id,items_count,money_spent,total_recommend,recommend_percent
76561198047861509,39,315.82,0.0,0.0
76561198040183690,329,3530.84,5.0,1.52
Haydzz,81,603.63,1.0,1.23
76561198074571299,26,232.84,4.0,15.38
76561198028588583,66,850.54,0.0,0.0
76561198075584298,28,471.78,1.0,3.57
coollord,67,678.64,2.0,2.99
zombiehackerbrah,282,2985.39,2.0,0.71
76561198048017700,9,49.96,0.0,0.0
76561198073904081,160,1227.16,0.0,0.0
essex666,250,3513.0499999999997,1.0,0.4
76561198146831507,86,826.4399999999999,2.0,2.33
aaronaaronaaron,171,1526.7,3.0,1.75
76561198038904573,33,445.71,1.0,3.03
coregetsscores,43,379.71999999999997,1.0,2.33
76561198098364705,25,169.89999999999998,1.0,4.0
76561198040419657,174,2072.08,0.0,0.0
76561198022100946,47,483.65999999999997,0.0,0.0
PintoProAlto,82,470.49,8.0,9.76
riveriscool,56,392.74,0.0,0.0
Corporal_Punishment,56,898.4499999999999,2.0,3.57
76561198007825455,133,1685.8899999999999,0.0,0.0
corpsontherun,92,1168.06,0.0,0.0
corsta0211,15,214.91,0.0,0.0
76561198071385932,26,255.82,0.0,0.0
76561198082142359,214,753.23,1.0,0.47
cosimatron,188,2667.19,0.0,0.0
Framn,48,467.63,0.0,0.0
Aviatorch,73,613.53,1.0,1.37
76561198093146588,44,465.71,0.0,0.0
santa100,79,433.69,1.0,1.27
76561198035005990,122,1722.92,1.0,0.82
Ibukismywaifuforlaifu,103,903.26,1.0,0.97
76561198045740374,61,1048.55,0.0,0.0
general_faust,341,3916.61,0.0,0.0
76561198086189628,56,711.63,0.0,0.0
bobbythebravefarted,370,4314.66,0.0,0.0
blooozer6969,49,426.71,0.0,0.0
covash23,707,9591.5,0.0,0.0
76561198041311600,98,1838.2,0.0,0.0
76561198068286105,44,547.77,0.0,0.0
Bad_Sleeping_Pattern_101,120,1172.59,1.0,0.83
sealbloke,134,1658.06,1.0,0.75
james367784,68,846.43,0.0,0.0
76561198073100243,95,1510.31,0.0,0.0
723943123,53,499.73,6.0,11.32
76561198095457579,86,581.61,1.0,1.16
CaptMcMurder,57,658.64,3.0,5.26
76561198087499166,166,1767.79,0.0,0.0
76561198050407999,33,254.85,1.0,3.03
crualninja,160,1654.8,1.0,0.62
PokeyStabbyThing,60,630.64,1.0,1.67
fireawesome,355,4197.82,1.0,0.28
76561197970909973,21,242.85000000000002,0.0,0.0
76561198042087397,24,246.79000000000002,1.0,4.17
Crabmeister,587,7383.11,0.0,0.0
Crafe,898,5753.27,5.0,0.56
chocolate-donut-king,129,1421.07,4.0,3.1
76561198033884881,51,499.72999999999996,0.0,0.0
76561198057707533,201,3171.09,0.0,0.0
StrayEagle,63,825.57,0.0,0.0
HotDogKid47,132,1045.28,3.0,2.27
crashsg32hatesspam,152,1590.01,6.0,3.95
76561198044739499,73,573.66,0.0,0.0
master__cheese,148,1642.86,0.0,0.0
Crawfoot,45,795.66,0.0,0.0
76561198068831727,211,2800.4,6.0,2.84
note551,51,411.71,5.0,9.8
76561198093983570,491,4183.75,2.0,0.41
artem_zhigarev,107,2373.84,1.0,0.93
CrazyBones,921,10109.22,1.0,0.11
sidyo398,111,1391.11,0.0,0.0
76561198073515046,88,1155.28,1.0,1.14
76561198052118094,18,264.91,0.0,0.0
76561198144362354,50,616.6899999999999,0.0,0.0
76561198007571248,144,1744.81,2.0,1.39
13971397,222,2844.41,5.0,2.25
Dythoras,122,1470.12,7.0,5.74
76561198045865055,30,166.83,1.0,3.33
CrazyKidGo,171,2585.65,5.0,2.92
76561198103389855,34,245.85999999999999,1.0,2.94
76561198080133542,41,463.78,1.0,2.44
76561198092002428,23,249.85,0.0,0.0
76561197975843435,61,984.58,0.0,0.0
76561198058177382,148,1438.05,1.0,0.68
76561198095839864,253,3260.87,10.0,3.95
mrwillsy,92,1121.29,1.0,1.09
76561198065370546,12,89.94,0.0,0.0
76561198044441546,122,1950.74,0.0,0.0
Crimson065,63,670.65,0.0,0.0
Sylxaris,47,300.82,0.0,0.0
76561198028389936,48,617.64,0.0,0.0
76561198046580240,88,926.48,0.0,0.0
gvqwdhh2,21,64.95,0.0,0.0
CrimzonWolf,57,614.6999999999999,0.0,0.0
Razorleaff,307,3613.62,3.0,0.98
How2Goob,158,2010.68,0.0,0.0
76561198047639654,193,3218.5099999999998,2.0,1.04
gonnanekmyselph,78,469.7,0.0,0.0
76561198071264793,61,474.8,0.0,0.0
76561198092068521,49,95.91,2.0,4.08
76561198086428888,58,254.85,2.0,3.45
icripsy,155,2013.76,1.0,0.65
3046123,70,848.6,1.0,1.43
76561198001467819,5,180.9,0.0,0.0
crixis48,144,1170.14,4.0,2.78
76561198048187094,48,663.7,0.0,0.0
76561198018915805,42,770.71,0.0,0.0
76561198028072716,300,3478.63,3.0,1.0
76561198088699917,32,244.81,1.0,3.12
taitpeers,94,1618.22,0.0,0.0
76561198059142812,14,46.95,0.0,0.0
76561198078334750,18,167.87,0.0,0.0
76561198048996327,207,1827.77,1.0,0.48
CrossfireHawkeye,33,196.82999999999998,0.0,0.0
76561198069544099,114,1621.09,0.0,0.0
Arrrrtard,108,1441.11,0.0,0.0
crucifigere,24,254.91,0.0,0.0
Crudetasmanian,345,4632.23,1.0,0.29
azpharon,48,608.43,0.0,0.0
n00bsh0t,50,278.85,1.0,2.0
76561198072987209,41,499.69,0.0,0.0
crumpetthepig,61,598.55,0.0,0.0
76561197993847898,700,9060.44,2.0,0.29
Specimen11,6,21.97,0.0,0.0
Cryotechnic68,56,758.55,4.0,7.14
caffinatedshit,317,3721.64,8.0,2.52
CrypticJoshua,33,448.72,0.0,0.0
Cryptogram,53,506.57,0.0,0.0
76561198003706089,75,1145.45,0.0,0.0
crystallix,92,1247.23,0.0,0.0
76561197970523542,51,287.82,0.0,0.0
76561198082314518,3,44.98,0.0,0.0
baeritto,360,2042.96,1.0,0.28
76561198080927111,27,124.94,0.0,0.0
ruinplayer,124,2158.92,0.0,0.0
76561198085765656,62,645.64,0.0,0.0
76561198141386742,267,3683.73,0.0,0.0
76561198079762183,10,94.96000000000001,0.0,0.0
Makurii,108,883.4399999999999,6.0,5.56
76561197976370569,216,2548.16,1.0,0.46
76561198043043907,73,731.66,2.0,2.74
76561198041223028,132,1820.4099999999999,0.0,0.0
76561198017205156,109,1269.3799999999999,0.0,0.0
76561198007404789,41,434.77,0.0,0.0
76561198087515956,53,613.6899999999999,2.0,3.77
76561198061757283,8,175.9,0.0,0.0
Diddymacpac,43,345.78,0.0,0.0
ManaGenji,110,1216.25,3.0,2.73
chewintheCUD,1482,13289.89,1.0,0.07
_Cuddles,457,5546.09,0.0,0.0
76561197978426585,307,4088.42,0.0,0.0
76561198049907875,7,144.94,0.0,0.0
IversonLIEW,38,190.9,0.0,0.0
76561198064663981,118,972.4399999999999,6.0,5.08
76561198052266063,73,1054.34,1.0,1.37
CupcakesArePainful,319,4148.56,2.0,0.63
theartificialchicken,42,506.65999999999997,1.0,2.38
Getoffmyprofileokaythnxs,32,258.79,0.0,0.0
76561198066876703,83,404.68,1.0,1.2
76561198041967046,129,830.84,0.0,0.0
76561198042245548,51,408.23,0.0,0.0
curtiits,268,2206.82,2.0,0.75
76561198025628522,97,1128.42,5.0,5.15
76561198067678080,31,352.77,0.0,0.0
deathbyFIREWORKS,189,2633.59,1.0,0.53
76561197984709368,260,3221.7799999999997,0.0,0.0
76561198127261950,89,1203.31,4.0,4.49
67712702,14,64.95,0.0,0.0
Endless_Funn,9,29.97,1.0,11.11
mattyboom24,57,670.5699999999999,0.0,0.0
76561198044284093,24,451.8,0.0,0.0
cybas101,103,1278.31,0.0,0.0
76561198077828707,69,929.4499999999999,1.0,1.45
xCyberJetx,114,1393.34,0.0,0.0
76561197971771012,62,684.63,0.0,0.0
76561198200007842,49,84.97,1.0,2.04
76561198093733878,12,58.94,0.0,0.0
76561198084349110,27,74.96,0.0,0.0
cykninja,267,3054.72,0.0,0.0
CheeZeIzLuv,54,209.85,7.0,12.96
76561198066602718,25,137.9,0.0,0.0
76561198071333155,63,715.63,1.0,1.59
scyana4,74,695.21,7.0,9.46
76561198010871424,171,2607.57,2.0,1.17
76561198029595343,164,2026.73,1.0,0.61
cyroth,397,4931.57,4.0,1.01
Cystrade,85,838.54,1.0,1.18
cythagoras,19,174.9,0.0,0.0
gidgetx,34,412.78999999999996,0.0,0.0
czarplays,42,338.81,1.0,2.38
XxstarsidexX,86,1299.2,0.0,0.0
76561198038939198,193,2104.36,0.0,0.0
76561198047565666,5,54.97,0.0,0.0
zhiwhyelee,38,265.85,0.0,0.0
ItzDazaMan,72,832.4399999999999,0.0,0.0
76561198045011372,127,1318.1299999999999,0.0,0.0
76561198039119848,32,489.79,0.0,0.0
76561198073775164,80,787.38,1.0,1.25
76561198034664940,127,1332.23,0.0,0.0
catdownstairz,206,2687.21,2.0,0.97
SpookyTheNotCuteGhost,41,474.72,2.0,4.88
d00dlebanger,125,1507.06,1.0,0.8
76561198096450476,18,214.87,0.0,0.0
hobostan,41,435.76,1.0,2.44
tomas86,135,2124.0099999999998,0.0,0.0
76561198031286028,102,1456.1499999999999,0.0,0.0
76561198099408755,185,1391.8899999999999,2.0,1.08
76561198075153461,109,1077.24,5.0,4.59
76561198094327568,18,72.97,0.0,0.0
76561198072658528,63,694.52,0.0,0.0
76561198085604197,62,468.62,0.0,0.0
76561198081375074,34,200.85,1.0,2.94
dabrwe,89,787.5,0.0,0.0
Dabura911,866,9126.39,0.0,0.0
76561198083673223,42,659.74,0.0,0.0
76561198043232952,200,2615.45,1.0,0.5
76561198012631532,27,204.85,0.0,0.0
76561198012726444,278,3570.0299999999997,0.0,0.0
76561198067182696,34,284.84,0.0,0.0
gearlan,170,2945.36,2.0,1.18
76561198050042737,188,2037.05,0.0,0.0
heilmeinyellerr,142,1138.07,1.0,0.7
TurnbullSenpai,104,1257.05,0.0,0.0
hailhitler999,133,1514.43,0.0,0.0
daedalus-,345,3910.44,0.0,0.0
76561198040569763,115,1134.18,0.0,0.0
76561198087768968,51,628.59,0.0,0.0
velvetyclub81,80,913.39,0.0,0.0
76561198080574444,80,726.49,1.0,1.25
76561198036433948,16,124.93,0.0,0.0
76561197964188781,257,3234.86,0.0,0.0
76561198062295436,51,409.71999999999997,0.0,0.0
thets_racist,77,388.18,5.0,6.49
DakiniBrave,273,2299.93,4.0,1.47
76561198057069464,165,2040.83,0.0,0.0
76561198069330754,38,350.73,0.0,0.0
76561198073350442,29,286.86,1.0,3.45
76561198085274086,58,601.5699999999999,0.0,0.0
76561198041481525,20,144.88,0.0,0.0
rengnar,122,1181.83,1.0,0.82
DamnPyro,49,311.78999999999996,1.0,2.04
76561198099912561,18,179.89,1.0,5.56
Damn_Nesia,79,837.43,0.0,0.0
Dubzayyy,165,1165.14,1.0,0.61
ImTheSloth,339,4058.5,2.0,0.59
76561197992280471,54,416.71,0.0,0.0
asphyxuary,259,2961.21,0.0,0.0
twinturboskyline,640,7169.0,4.0,0.62
Dansnaith,168,1747.95,0.0,0.0
Daniel5434667,43,153.88,0.0,0.0
domeweed,54,645.63,2.0,3.7
76561198073529059,68,932.29,0.0,0.0
CreepyHuman,121,965.1899999999999,1.0,0.83
eunachorn,17,167.91,0.0,0.0
76561198072024967,12,149.92,0.0,0.0
udedmate,50,537.6899999999999,0.0,0.0
76561198074949818,105,1540.25,0.0,0.0
itsdandytime,142,1736.78,4.0,2.82
76561198057762473,34,239.84,3.0,8.82
76561198070279575,74,456.65999999999997,0.0,0.0
76561198098871349,207,2176.14,0.0,0.0
76561198070961399,17,114.94999999999999,0.0,0.0
76561198072815531,137,1109.22,0.0,0.0
iannikko,157,1973.76,0.0,0.0
76561198070549039,199,2235.75,0.0,0.0
76561198026203679,324,4273.3,0.0,0.0
76561198089650922,52,574.6,1.0,1.92
danielpal,1333,14701.119999999999,0.0,0.0
greedylilshit,141,1026.96,1.0,0.71
76561198073910418,183,2107.59,0.0,0.0
rainbowexplosian,275,2630.38,8.0,2.91
hughmungusdank,53,481.66,0.0,0.0
76561198049669948,65,673.67,1.0,1.54
Alpha_m0use,170,1749.8999999999999,1.0,0.59
76561198072343532,73,471.74,3.0,4.11
mmad4,214,3036.99,0.0,0.0
76561198047633346,112,1473.19,6.0,5.36
76561198058856167,77,734.61,0.0,0.0
76561198089402435,10,137.93,0.0,0.0
76561198043090189,54,762.5699999999999,0.0,0.0
76561197972975265,55,634.56,0.0,0.0
-KillZone-,114,1225.28,0.0,0.0
29123,18,119.93,4.0,22.22
76561198036291892,143,2338.58,0.0,0.0
dara1508,63,1184.45,0.0,0.0
76561198055804309,43,473.81,0.0,0.0
dardey,50,596.5799999999999,0.0,0.0
76561198091726764,170,1280.03,0.0,0.0
76561198048139138,55,637.6,4.0,7.27
CalebForbes,131,1665.32,0.0,0.0
76561198061215875,120,1386.2,0.0,0.0
Darienpls,128,893.28,0.0,0.0
darkopps,59,638.6899999999999,0.0,0.0
76561198089191476,30,185.87,2.0,6.67
hardtostopme,557,6613.94,7.0,1.26
76561198048123785,260,3275.89,1.0,0.38
captainamerica9662,108,1578.24,3.0,2.78
arctic_vl,35,179.89,0.0,0.0
76561198048966483,3,14.99,0.0,0.0
gftdfc,132,1518.12,5.0,3.79
Memfizz,204,1720.3799999999999,0.0,0.0
DarkDarsi,198,2154.69,0.0,0.0
76561198038690710,22,399.86,0.0,0.0
darkest_crow,79,1208.34,0.0,0.0
76561198074333465,149,1689.08,1.0,0.67
76561198072976009,44,525.72,0.0,0.0
DarkKnight2599,78,797.22,6.0,7.69
76561198077185661,105,705.5799999999999,0.0,0.0
76561198079314761,87,705.53,7.0,8.05
76561198093167547,102,553.51,3.0,2.94
76561198072534476,115,1449.95,1.0,0.87
Darknight234,388,3739.18,4.0,1.03
Thedarkpotato,183,1948.98,1.0,0.55
dktn25,9,69.96,0.0,0.0
76561198032914296,58,1024.52,0.0,0.0
zacdarkus,3,9.99,0.0,0.0
The_Dark_Liger,65,887.52,1.0,1.54
Dark_samaCH_PONY,246,2585.29,4.0,1.63
ImaMemerxxx,55,586.65,2.0,3.64
Darkmale76,139,1736.06,0.0,0.0
76561198021804640,60,214.89,0.0,0.0
76561198069545595,26,24.98,0.0,0.0
DANGERMOOOUSE,132,1418.49,3.0,2.27
agenteagle,1158,4749.14,4.0,0.35
darth_sythe,85,860.88,0.0,0.0
76561198081186020,113,1567.19,0.0,0.0
asian_dragon,110,1241.11,0.0,0.0
DarthDunsparce,69,511.52,4.0,5.8
DarthRhys,144,1564.03,3.0,2.08
76561198052403478,88,1424.25,0.0,0.0
darth_layto,47,569.68,0.0,0.0
darvvin,102,548.62,6.0,5.88
dascorpi0n,116,1686.19,2.0,1.72
Dascuugen,409,4241.89,3.0,0.73
Dwash,137,1181.18,6.0,4.38
DashBoardBuddha,62,449.74,0.0,0.0
76561198055390813,36,428.71999999999997,0.0,0.0
76561198039320954,114,1201.17,0.0,0.0
76561198079118839,36,239.85,1.0,2.78
quickquack,18,44.96,1.0,5.56
76561198068148027,38,431.71,1.0,2.63
76561198089766169,61,383.67,1.0,1.64
DerpGaming,92,1008.48,2.0,2.17
76561198095943749,42,270.86,2.0,4.76
FDAOP,468,5517.19,4.0,0.85
exploderguy,68,652.59,1.0,1.47
76561198065048048,75,440.67,0.0,0.0
76561198045633140,67,881.49,0.0,0.0
_Daughter_,166,1771.83,3.0,1.81
76561198079903165,138,2029.79,0.0,0.0
dave696969,68,869.54,0.0,0.0
76561198077728175,108,317.71,4.0,3.7
76561198049699661,57,686.63,0.0,0.0
76561197987875464,56,670.75,0.0,0.0
76561198079186950,77,570.66,1.0,1.3
76561198064372862,124,1569.05,3.0,2.42
76561198070343986,18,117.73,0.0,0.0
Dplayedition,120,960.17,8.0,6.67
david_n,6,29.98,0.0,0.0
76561198072275103,17,119.9,0.0,0.0
yourmumshouselolswag420blaze,23,215.86,1.0,4.35
76561198078138926,24,175.87,0.0,0.0
76561198086898891,105,1368.03,0.0,0.0
76561197993795211,120,1744.79,0.0,0.0
officerdavo,48,683.6899999999999,0.0,0.0
voaDs,47,415.69,7.0,14.89
davidmwilliams,436,5004.21,1.0,0.23
TechMark,44,86.91,1.0,2.27
76561198084694331,270,2654.73,1.0,0.37
76561198075622739,24,405.88,0.0,0.0
76561198058066941,62,770.5899999999999,0.0,0.0
NymphIsBae,89,1002.43,1.0,1.12
76561198064577488,64,562.62,0.0,0.0
dayfoe,47,422.63,4.0,8.51
Dale_Golby,217,2858.36,0.0,0.0
dazisbored,343,4945.3099999999995,1.0,0.29
76561198095933447,46,169.87,0.0,0.0
76561198095312887,42,586.75,0.0,0.0
76561198008592438,294,3639.7599999999998,0.0,0.0
76561198076765480,8,39.98,0.0,0.0
dinocreeper,51,436.77,0.0,0.0
deathmuffin2,7,14.98,0.0,0.0
DeathSSA,137,875.4,0.0,0.0
elwnyetadelgrupo,55,426.8,0.0,0.0
golddragon888,107,1130.23,3.0,2.8
76561198094509661,18,219.89,0.0,0.0
76561198028452180,47,291.85,0.0,0.0
76561198076802260,52,162.88,0.0,0.0
deadboykilla,67,1199.4,0.0,0.0
76561198099350431,87,1018.3299999999999,2.0,2.3
76561198099824976,35,104.94,0.0,0.0
76561198084607253,24,162.9,0.0,0.0
76561198016610271,562,7305.51,2.0,0.36
76561197966950679,86,1014.25,0.0,0.0
Whythefuckareyoulookingatmyurl,54,585.68,0.0,0.0
OrangJagoBanget,28,103.9,1.0,3.57
deadtrooper6424,111,1071.4,10.0,9.01
DeadWinger,194,2504.43,0.0,0.0
76561198065157620,261,3765.92,0.0,0.0
tehaznshow,40,456.77,0.0,0.0
76561198046615863,26,143.89999999999998,0.0,0.0
76561198075026598,32,190.82999999999998,1.0,3.12
daelak,176,2049.7999999999997,2.0,1.14
76561198066037056,97,319.81,1.0,1.03
76561198058858525,118,922.26,1.0,0.85
76561198003016491,91,973.37,0.0,0.0
76561198037086921,206,2874.23,3.0,1.46
Death159951,63,775.65,2.0,3.17
76561198079481588,18,377.8,0.0,0.0
76561198041631556,48,529.68,0.0,0.0
DeathHamster_,35,378.77,1.0,2.86
76561198026289602,91,1016.3,0.0,0.0
The_man_The_Legend,132,1886.94,0.0,0.0
76561197998422022,60,716.67,0.0,0.0
deathlord549,60,555.5699999999999,6.0,10.0
PingazForDays,44,289.86,3.0,6.82
76561198065642311,21,164.9,1.0,4.76
76561198031993526,87,813.29,0.0,0.0
76561198073341845,53,130.89,0.0,0.0
76561198079557901,113,999.8,3.0,2.65
hglhtbm,577,7013.34,0.0,0.0
decnov81,58,635.59,1.0,1.72
decronus,527,6306.32,3.0,0.57
WarlordPro,56,673.59,1.0,1.79
76561198078706117,8,99.92999999999999,0.0,0.0
76561198045343707,49,666.66,0.0,0.0
flyinghigherthanakite,180,2169.68,1.0,0.56
dpskipper,16,379.85,4.0,25.0
76561198048230553,215,2788.31,0.0,0.0
76561198043580332,66,604.43,2.0,3.03
76561198028701687,222,2536.19,0.0,0.0
76561198038907084,30,54.96,0.0,0.0
SuicidalSpree,87,1136.35,2.0,2.3
76561198029948569,65,831.51,0.0,0.0
76561198047596340,25,405.8,0.0,0.0
defox01,379,2882.76,6.0,1.58
76561198002258204,26,119.9,0.0,0.0
damosphere,223,2472.33,0.0,0.0
Gillus,98,1344.21,1.0,1.02
76561198054977907,65,761.52,2.0,3.08
76561198097700773,121,592.58,2.0,1.65
dekiller112,288,3458.73,0.0,0.0
76561198017713312,53,483.76,0.0,0.0
PandaMessiahFromChina,100,1017.2,1.0,1.0
thecoolone3,174,1740.55,1.0,0.57
76561198054285847,17,299.89,0.0,0.0
76561198016190004,119,969.03,0.0,0.0
Delirious_Panda,120,1104.33,9.0,7.5
dellerd,516,6240.49,6.0,1.16
Chinonso2,25,59.95,1.0,4.0
DeltaCorvi,40,256.74,0.0,0.0
76561198061157859,146,1050.42,4.0,2.74
gamingeek,44,408.71999999999997,0.0,0.0
delver1,29,354.78000000000003,0.0,0.0
aeternum_solus,207,3440.89,4.0,1.93
majorduck,408,4794.59,4.0,0.98
Demalice,53,984.57,1.0,1.89
DemiseXD,21,169.89,0.0,0.0
demolution,65,972.48,0.0,0.0
76561198080705638,19,149.92,0.0,0.0
technokaydeon,39,189.88,0.0,0.0
76561198086130805,185,1127.8999999999999,0.0,0.0
76561198035999413,167,1606.05,0.0,0.0
76561198061294635,221,1059.84,1.0,0.45
76561198023504778,64,960.53,0.0,0.0
Denroxyou,111,214.82999999999998,5.0,4.5
76561198143796448,23,114.91,1.0,4.35
IamOG,178,1784.54,0.0,0.0
76561198077183545,40,434.75,0.0,0.0
76561198069538135,67,347.74,0.0,0.0
denko1,126,1663.94,1.0,0.79
1qaz2wwx010,23,44.97,0.0,0.0
theoriginaldenny,123,1705.68,1.0,0.81
DeezNuttaroos,100,1082.4,0.0,0.0
76561197970500142,57,701.59,0.0,0.0
Denzham,123,766.54,3.0,2.44
76561198032143315,226,2311.53,0.0,0.0
TfhuAWGscvg,277,2864.35,2.0,0.72
rgnr81,68,675.6,4.0,5.88
76561198058802682,14,124.93,0.0,0.0
Tomohawk09,92,786.48,3.0,3.26
76561198068685888,124,1585.0,1.0,0.81
azure123zecron,38,474.73,0.0,0.0
Derplexity,79,619.55,1.0,1.27
derpmachine,61,928.51,0.0,0.0
76561198061723814,6,4.99,0.0,0.0
IcyGurl,40,60.94,1.0,2.5
76561198058177580,47,891.66,1.0,2.13
76561198078148541,21,59.959999999999994,0.0,0.0
SpectreGuy2015,37,206.79,3.0,8.11
76561198089665351,201,2166.71,1.0,0.5
jubbafudgy,93,908.29,0.0,0.0
76561198048633975,80,1277.41,2.0,2.5
cycloneblade11,253,2777.5499999999997,1.0,0.4
76561198053968271,24,307.88,0.0,0.0
brickfacecannon,49,613.64,0.0,0.0
76561198070519095,156,2041.61,1.0,0.64
arasuki,179,1973.8899999999999,1.0,0.56
Destr0yd,42,93.9,0.0,0.0
76561198039196385,22,340.86,0.0,0.0
76561198045193031,16,195.87,0.0,0.0
alicemurphynudes,71,595.62,1.0,1.41
Destro2151,72,1001.39,0.0,0.0
76561198103151661,13,139.97,0.0,0.0
76561198097638512,129,1458.16,2.0,1.55
76561198067071460,30,187.85,0.0,0.0
317984739321,75,472.71,3.0,4.0
eel_deuce,116,1150.36,1.0,0.86
76561198064109096,19,264.87,1.0,5.26
Deus_VuIt,82,676.49,10.0,12.2
76561198033862482,50,653.61,0.0,0.0
devialix,213,2504.24,0.0,0.0
76561198092820867,55,145.88,0.0,0.0
Devilmoo11,182,1944.79,3.0,1.65
76561197974968656,43,483.67999999999995,0.0,0.0
devoid,816,8635.09,1.0,0.12
4563453467436754656677,8,107.96000000000001,1.0,12.5
DewyHQ,33,712.71,1.0,3.03
76561198069279256,55,746.68,4.0,7.27
76561198056694379,71,1045.3799999999999,0.0,0.0
Dexta117,166,2193.49,0.0,0.0
cazzabro,232,2394.41,0.0,0.0
deynarian,229,3107.21,7.0,3.06
Deyshithedaisy,29,65.95,0.0,0.0
potatomemed123321,86,521.62,3.0,3.49
soledox,24,281.85,0.0,0.0
76561198038939996,137,1736.24,0.0,0.0
trumpsupporter,106,614.49,3.0,2.83
76561197998080913,31,321.81,0.0,0.0
76561198045617121,175,2624.5099999999998,0.0,0.0
dezzie0466,14,19.99,0.0,0.0
edwarddavis,129,938.4,3.0,2.33
76561198070348353,39,414.87,0.0,0.0
AvengedStoneAge,519,6267.73,0.0,0.0
BioFlashPC,95,1731.31,5.0,5.26
76561198061962799,92,1002.46,0.0,0.0
sammonchex,120,1679.78,1.0,0.83
mcdaniel5900,113,1452.49,0.0,0.0
diabz,47,493.61,0.0,0.0
76561198068943631,41,342.87,0.0,0.0
76561198029987469,113,1085.18,1.0,0.88
123456789diamond987654321,71,705.53,1.0,1.41
DibZr,257,2598.93,0.0,0.0
dickrambo,276,3026.98,1.0,0.36
tastyniggers69,341,3834.39,5.0,1.47
76561198070329043,68,541.5799999999999,0.0,0.0
Poopsnugg,399,4202.76,7.0,1.75
NuggetofDicks,222,2754.0099999999998,0.0,0.0
76561198034115928,36,474.76,0.0,0.0
Jollyjawa,207,3029.4,2.0,0.97
Sadtaco,28,290.84000000000003,1.0,3.57
BOOTHEGHOSTgaming,317,2691.88,1.0,0.32
76561198093468239,81,671.5,2.0,2.47
76561198100915105,17,89.94,0.0,0.0
76561198037338234,180,2242.32,1.0,0.56
76561198052782709,37,630.7,0.0,0.0
76561197980197205,98,2085.19,0.0,0.0
diegoxdel,70,657.54,0.0,0.0
76561198050768793,41,522.75,2.0,4.88
76561198011043023,11,184.9,0.0,0.0
YumiHayashibiara,56,413.23,5.0,8.93
digirice,309,3326.57,4.0,1.29
76561198057178277,401,5628.61,5.0,1.25
76561198007748710,48,944.61,0.0,0.0
76561198033457836,73,777.72,2.0,2.74
Zirconn,135,1510.92,1.0,0.74
dikfin,172,2082.65,0.0,0.0
76561198043421006,40,272.83,0.0,0.0
Dilberto3000,210,2049.66,1.0,0.48
76561198047632791,128,1985.96,0.0,0.0
76561198059382872,107,1498.01,1.0,0.93
zachary15401,61,375.79,0.0,0.0
diller128,89,1269.56,0.0,0.0
Dimmerworld,395,4299.17,6.0,1.52
76561198041714563,64,473.74,0.0,0.0
DimmortalZ,67,414.18,1.0,1.49
jgja1,110,1322.17,0.0,0.0
TheWinterPyro,206,2428.98,0.0,0.0
76561198079908572,39,420.77,0.0,0.0
76561198061533143,204,1875.95,0.0,0.0
76561198164354483,49,130.91,0.0,0.0
sasnapper,129,1594.0,1.0,0.78
76561198087956515,50,419.77,0.0,0.0
76561198094455687,20,184.91,1.0,5.0
dinkledongmcdoogleberry,42,286.82,0.0,0.0
76561198045066111,40,449.77,0.0,0.0
klDINO,56,410.76,8.0,14.29
76561198075593770,80,1027.3899999999999,0.0,0.0
philmatt,128,1654.1,0.0,0.0
76561198065935870,59,641.68,0.0,0.0
76561198065733438,221,2706.17,0.0,0.0
76561198052090943,68,464.63,1.0,1.47
76561198082614655,84,766.4399999999999,1.0,1.19
potisrest0,94,574.43,0.0,0.0
76561198055330941,75,622.65,1.0,1.33
SpiderTheLoko,106,1147.12,1.0,0.94
76561198044746794,101,1319.1399999999999,0.0,0.0
Dion123,113,576.65,1.0,0.88
76561198092200896,70,671.5699999999999,0.0,0.0
76561197998184532,435,5189.98,0.0,0.0
bigmushroom,232,2822.24,0.0,0.0
76561198077021858,53,402.79,0.0,0.0
SassyLemon,197,3109.45,6.0,3.05
76561197993949710,12,150.89,0.0,0.0
discodick_96,210,2795.0,0.0,0.0
76561198065531128,91,792.49,0.0,0.0
Discoflw,95,495.5,4.0,4.21
Discord_HD,79,440.67,0.0,0.0
76561198047259958,25,539.84,0.0,0.0
76561198046311245,136,1303.26,1.0,0.74
76561198047126419,90,1069.28,0.0,0.0
76561198039509150,163,2394.7,0.0,0.0
76561198086936067,66,827.56,1.0,1.52
DisturbedDope23,96,818.31,1.0,1.04
76561198081014925,32,388.83,0.0,0.0
oprove,139,1767.01,0.0,0.0
291129112911291129112911,68,489.65,1.0,1.47
20041213,27,19.98,2.0,7.41
Dividolp,39,414.72,1.0,2.56
76561198070343396,143,1794.91,1.0,0.7
76561198071390531,11,121.95,0.0,0.0
patrik3029,43,329.24,1.0,2.33
76561198085405679,43,472.71,0.0,0.0
clank5050,128,1791.02,0.0,0.0
DjSingularity,54,428.76,1.0,1.85
76561198043784335,7,84.95,0.0,0.0
76561198044023357,72,671.63,0.0,0.0
76561198097976037,55,324.83,2.0,3.64
djnemonic,3876,28534.1,3.0,0.08
DJSean,160,2761.37,2.0,1.25
djmog,377,4796.95,0.0,0.0
Dkc123,60,206.85,0.0,0.0
dlbrad,223,3185.79,0.0,0.0
KremBrulee,64,880.48,0.0,0.0
dstack,72,933.4699999999999,0.0,0.0
